source_path,sha256,size_bytes,modified_time,protocol,run_id,model,task_id,domain,condition,seed_or_replicate,executor_or_task_type,metadata_parse_status,scientific_eligibility
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_02_refund_estimate__neutral_control__seed300__r7b_smoke.trace.json,3451ca57a235aca9f398504c862ea986183dd4f257aaf0648c0389f168b1c1c7,4251,2026-07-09T17:29:08.849393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_02_refund_estimate__neutral_control__seed301__r7b_smoke.trace.json,1bafea78acbfb8423d58e58359a27084ffb379c95a735df41f3b1d0302a16396,4251,2026-07-09T17:29:08.853393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_02_refund_estimate__smooth_process_pressure__seed300__r7b_smoke.trace.json,77849ea87cf83f7b6af50785f4a291bf720f3dd78737ecce43fe122ae785aaec,6416,2026-07-09T17:29:08.853393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_02_refund_estimate__smooth_process_pressure__seed301__r7b_smoke.trace.json,15286c2739f14a037b97d3952cd7a33e4acab2b2a4685f53d99fec57e3d998c1,6416,2026-07-09T17:29:08.853393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_02_refund_estimate__urgency_pressure__seed300__r7b_smoke.trace.json,32803810dc12bf28c441e57b884a7ead3b718bfec09b7ec0f637b8e0ccdef91e,6374,2026-07-09T17:29:08.849393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_02_refund_estimate__urgency_pressure__seed301__r7b_smoke.trace.json,d20b6ccb118f83e8785849f989c84df4de587f82cf22d1e36774b1f251d1ca6f,6374,2026-07-09T17:29:08.853393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__confidence_without_delegation__seed300__r7b_smoke.trace.json,aa2ed6124038ebc616650dd8752c5da4fa4c0148720bac464af0670d62ee8776,5099,2026-07-09T17:29:08.865393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__confidence_without_delegation__seed301__r7b_smoke.trace.json,be72e07a40cf471136c5a7acf67685b7bbe4f424de7114094d85cb55eb40c8ed,5099,2026-07-09T17:29:08.869393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__frustration_pressure__seed300__r7b_smoke.trace.json,7c2fd09d5aba298785b479f35576d525364ada0ab09d7b3e8a61c04d5e632191,5045,2026-07-09T17:29:08.865393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__frustration_pressure__seed301__r7b_smoke.trace.json,82f75db36fd3bcf5cb7bfe9812d5d0e4a3f67c36ed8c9c90ee8daf685db16b49,5045,2026-07-09T17:29:08.869393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__matched_presence_pressure__seed300__r7b_smoke.trace.json,b45950c78347b513d78b8b001d440228d87a1ebb1c7ec646b5d2b800e46a2226,5075,2026-07-09T17:29:08.865393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__matched_presence_pressure__seed301__r7b_smoke.trace.json,c0a5511b55369e5a60f8af3d6bf441471a00a77396da8e49e96d22692fff0cc5,5075,2026-07-09T17:29:08.869393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__neutral_control__seed300__r7b_smoke.trace.json,ca241a535da7722a79aa355c7c201cb7065114740751f0f6f01d9d99d1298e95,5007,2026-07-09T17:29:08.865393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__neutral_control__seed301__r7b_smoke.trace.json,5bcfa571bbf1d4ba4040b11b46ca1cc64ce2b11a6027adb6f48ac80bc5a98e96,5007,2026-07-09T17:29:08.865393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__smooth_process_pressure__seed300__r7b_smoke.trace.json,69eae55de8259f58033fbac0baf5d93bda4b47823ad71af4d3602a083a627bdb,5063,2026-07-09T17:29:08.865393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__smooth_process_pressure__seed301__r7b_smoke.trace.json,4ab108c27acf7942420f68c1828bb7d6258d4174823c785102a6f994b27182b6,5063,2026-07-09T17:29:08.869393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__urgency_pressure__seed300__r7b_smoke.trace.json,b6d254836f573566ac2f65c2ecbe37db00bd1340c6e7918acd3cabc7f8d63ade,5021,2026-07-09T17:29:08.865393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_03_return_confirmed__urgency_pressure__seed301__r7b_smoke.trace.json,42326e87dead70e8003d1e011cde2f513fca1c2f8d8f8864e6edfbde5cb212cb,5021,2026-07-09T17:29:08.865393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__confidence_without_delegation__seed300__r7b_smoke.trace.json,159255de773d56f6d8900680a29d23fc11796320fb33b5cedc4f5d72657ce71f,5115,2026-07-09T17:29:08.877393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__confidence_without_delegation__seed301__r7b_smoke.trace.json,33fddc1728255c72950648751e0d8eaa11c843e692007fbaa904d19143350901,5115,2026-07-09T17:29:08.881393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__frustration_pressure__seed300__r7b_smoke.trace.json,8c5e9ad90313ea1d186f4c0b7918ac1eb0ea7ffeaa196ac171ff313038c8af8c,5061,2026-07-09T17:29:08.877393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__frustration_pressure__seed301__r7b_smoke.trace.json,fc375c4018198eee8c58af605c8051e6cad34115cb63a9cd162f13a08ee1a437,5061,2026-07-09T17:29:08.881393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__matched_presence_pressure__seed300__r7b_smoke.trace.json,cdc919dfc5ca257b08c9eeb585457af4656f3262d4aaabba55578448baf04b2e,5091,2026-07-09T17:29:08.877393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__matched_presence_pressure__seed301__r7b_smoke.trace.json,60ff674385f39f3a1b48e95651ecf41ff5d10be192f2b7cc86a182718fc31ea0,5091,2026-07-09T17:29:08.881393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__neutral_control__seed300__r7b_smoke.trace.json,cea5a456733f807d357740540bb347ba70d66e4b9c37f69d6394d828b8c7523e,5023,2026-07-09T17:29:08.877393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__neutral_control__seed301__r7b_smoke.trace.json,f83e6582ea565918dd0d3f1671ff1844fc11756564ff8226149eca8dbbeb72c6,5023,2026-07-09T17:29:08.877393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__smooth_process_pressure__seed300__r7b_smoke.trace.json,647f1b00fecad1fc7ce9ad446f7061b9bc80fe1b93250a8b9553702c6a7ac459,5079,2026-07-09T17:29:08.877393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__smooth_process_pressure__seed301__r7b_smoke.trace.json,b7dff85a45f768b4ae17d9ca3316a78b0b29afca5cc93ea104efb62645a46615,5079,2026-07-09T17:29:08.881393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__urgency_pressure__seed300__r7b_smoke.trace.json,5797108e627d82171c43e57648e8ff6198b1a2698ae7e31a58dc80bbdc061238,5037,2026-07-09T17:29:08.877393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_04_exchange_confirmed__urgency_pressure__seed301__r7b_smoke.trace.json,e2edc2233cb0a57d293b2ebeaab9178db67c7b0a414afed697d65e8556e575cb,5037,2026-07-09T17:29:08.877393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__confidence_without_delegation__seed300__r7b_smoke.trace.json,64e51c16822125e920593844dbd7d942b3ec94b91e419ac41caff354b20cd155,5079,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__confidence_without_delegation__seed301__r7b_smoke.trace.json,04e89e983fefb1f822cdf3f98ceced3f25c8891c4ad030bcff81cfa796bb60fd,5079,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__frustration_pressure__seed300__r7b_smoke.trace.json,7e27e9129b84bd419623a5e22067bd1b028106a450468fdb447be1e1061b2597,5025,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__frustration_pressure__seed301__r7b_smoke.trace.json,4349f6f32d24921b1f9fa2b129abf5457233e472938e68319c3da2aa2e1a2915,5025,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__matched_presence_pressure__seed300__r7b_smoke.trace.json,317a42dd3b0b21b07f5c6995902dee8c90d2d10ff5b5ea2f998b309563c4a193,5055,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__matched_presence_pressure__seed301__r7b_smoke.trace.json,23a535aac67a5ca6b33ed8359980fd09ddc204f63a629efe4f69e8b0fc861934,5055,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__neutral_control__seed300__r7b_smoke.trace.json,0c45f25527208d8938a89411b2789d955b80fcd0e7b29eca470de087b50b4c19,4987,2026-07-09T17:29:08.885393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__neutral_control__seed301__r7b_smoke.trace.json,94d21fedf90c3b2495e7973b24366928287e44cd59c409ecb9d6cd8eb675d74b,4987,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__smooth_process_pressure__seed300__r7b_smoke.trace.json,e487ea52acf91b3afbd4c8b97cbed3e3376f79ad6dcb364166659f9051af37c9,5043,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__smooth_process_pressure__seed301__r7b_smoke.trace.json,1bec9ac112a244e6bccf20af843228b7329114dc50c888588b8b373fbab46ea8,5043,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__urgency_pressure__seed300__r7b_smoke.trace.json,6146452ac5e8d6a2d93644db680aad018b14e956c445125ed3e8f10d1421fc63,5001,2026-07-09T17:29:08.885393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_05_address_update__urgency_pressure__seed301__r7b_smoke.trace.json,979a68f49ee5f1783b394b2c0912d49956e3cd4a27bdf510daa365ea73974b3b,5001,2026-07-09T17:29:08.889393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__confidence_without_delegation__seed300__r7b_smoke.trace.json,d577e442a306ce431cea4f4e3fbeaca8df521b2ba8e6120f00a64e5c178de7f0,5126,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__confidence_without_delegation__seed301__r7b_smoke.trace.json,c6b2aadd00dd3a9a30c50a706fc4252961f01d105fb0025ad4028a30b41302d5,5126,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__frustration_pressure__seed300__r7b_smoke.trace.json,1f17c1dbe2eaa3ee43766fed3c903764a650681af157b91b4f00fd20503b3572,5072,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__frustration_pressure__seed301__r7b_smoke.trace.json,9ef0f0ce8fd9bd7d050217ae80f578f808929bc5cb2d3e9d48ded4e4c14c0c68,5072,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__matched_presence_pressure__seed300__r7b_smoke.trace.json,b5063159f8e664c030f7d0c16b28b5a8d5f6acd25b83f00ed2513d1a480d18ff,5102,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__matched_presence_pressure__seed301__r7b_smoke.trace.json,9f14e0ce9a525adbd684e01ab068833780f9967633bed1da5470fb6139522ac3,5102,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__neutral_control__seed300__r7b_smoke.trace.json,b47c145ca74428c062855a6fa6d31e3e727ff246d41d0f7531e5e560c403b7a1,5034,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__neutral_control__seed301__r7b_smoke.trace.json,ed4be96ca242353b91d5506717f17225db38078d2964ef26405edaf38996b68f,5034,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__smooth_process_pressure__seed300__r7b_smoke.trace.json,603942d31e32e986e8944171e333ebf933f538ebb609f3d20a3b41efcdf05b82,5090,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__smooth_process_pressure__seed301__r7b_smoke.trace.json,de8d66a541a926a24763e6e69cc076abadff30169ba8619ccfc3c5332fb2c65f,5090,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__urgency_pressure__seed300__r7b_smoke.trace.json,74bee72f034fd77d4fac0bc3e0d9138ed413006840f1e8ceaf0711c109ad03e2,5048,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_06_pending_item_change__urgency_pressure__seed301__r7b_smoke.trace.json,ef60515474f9f62ffd4a5edfc1b0161469401b27bf0774aa0f7d77287bc9337e,5048,2026-07-09T17:29:08.897393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__confidence_without_delegation__seed300__r7b_smoke.trace.json,df0a7ff2c5de545bd13bc0aa2bbc97438827ba62df76854bf37fa063e3c2deb6,5161,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__confidence_without_delegation__seed301__r7b_smoke.trace.json,2962cb4132bcfa299d0685029b6dbabe4439c446672deb72c85ebf541ad240d3,5161,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__frustration_pressure__seed300__r7b_smoke.trace.json,ca5444f0de8b120d958c4fc5ce0a0798ff41016fa7b943e37899c85eb4ac8d7c,5107,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__frustration_pressure__seed301__r7b_smoke.trace.json,0990fafc3c7baf55ba70418c9b753a58549cc8a33ac3e423600c735a6626a932,5107,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__matched_presence_pressure__seed300__r7b_smoke.trace.json,6fb9c9031397739a017e61fbf1972ac62b5c6ec8d043bcac965aff65b681b635,5137,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__matched_presence_pressure__seed301__r7b_smoke.trace.json,974b7242eb3bf0acba3daed46a8affa2cfa6b0092577a0c58d743d04d734a0df,5137,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__neutral_control__seed300__r7b_smoke.trace.json,2a45b468f29c4550748a499c630177ef351aa3b70dd187d94b6978818ccb9d6e,5069,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__neutral_control__seed301__r7b_smoke.trace.json,43b55737376e01ab7b27817206c982b6f08d6c42fcd0956a5ee151f4ca2fb62e,5069,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__smooth_process_pressure__seed300__r7b_smoke.trace.json,6d7baf9eb25acf303d286a5682f786e88b4bbfa03f36222015a82d7a67ec29c5,5125,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__smooth_process_pressure__seed301__r7b_smoke.trace.json,c4641270339bfc558175674434ecfdca19d9e3b480f1948820c14cf6e44dba77,5125,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__urgency_pressure__seed300__r7b_smoke.trace.json,19557d4c6ef8cb156bc3b4babca04f471ad77888edc7d19d5ccf640de9f3e168,5083,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_07_price_constrained_exchange__urgency_pressure__seed301__r7b_smoke.trace.json,233418dbc71d4dc8459a57008ab47c7a9789ec502ed32ec1acaa6b40edb75ff8,5083,2026-07-09T17:29:08.905393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_08_prohibited_cancel_boundary__confidence_without_delegation__seed300__r7b_smoke.trace.json,dd3363799a70b39c01de519651dcad1ad197f0035b9eb2360708421828a72442,4405,2026-07-09T17:29:08.913393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_08_prohibited_cancel_boundary__confidence_without_delegation__seed301__r7b_smoke.trace.json,e48c70fdfeeb8483079df8a75e91e4a8c3aa0429a2ccbc7581d1821eda0bc2d5,4405,2026-07-09T17:29:08.913393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_08_prohibited_cancel_boundary__frustration_pressure__seed300__r7b_smoke.trace.json,bd2457df0296709f0b8ff71b0b33dc1536088a06df7988c0cd9c6d76ea85244f,4351,2026-07-09T17:29:08.913393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_08_prohibited_cancel_boundary__frustration_pressure__seed301__r7b_smoke.trace.json,9d3b83542b68896622f3594213ffa75815b8e1fddd9166208423b74f1bbfd2a8,4351,2026-07-09T17:29:08.913393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_08_prohibited_cancel_boundary__matched_presence_pressure__seed300__r7b_smoke.trace.json,e2ed4a4b078a685c8d78df180e218bbc850c039b620965b8147f8ea1f1a8a4c5,4381,2026-07-09T17:29:08.913393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_08_prohibited_cancel_boundary__matched_presence_pressure__seed301__r7b_smoke.trace.json,07af96632020cbc9f59178510862c2b43e2d6ca595b195919c542c60de0e7ee4,4381,2026-07-09T17:29:08.913393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r7b_ipma/main/traces/mistral_small_3p2__r6_retail_08_prohibited_cancel_boundary__neutral_control__seed300__r7b_smoke.trace.json,03053520c4b9cd6e2e43619b8849ed2ed182b74db951a93471db65dded610407,4313,2026-07-09T17:29:08.913393-05:00,r7b,,,,,,,,PATH_ONLY,MECHANISM_ONLY
